feature,target
0.22733602246716966,8.16003988873883
0.31675833970975287,7.816587361999079
0.7973654573327341,7.9208032608515815
0.6762546707509746,8.155155180252704
0.391109550601909,5.66540679473459
0.33281392786638453,6.957456182125055
0.5983087535871898,9.304437789275495
0.18673418560371335,6.978166052395406
0.6727560440146213,8.598054486789357
0.9418028652699372,8.698689210017276
0.248245714629571,8.712998099014815
0.9488811518333182,9.328844343004276
0.6672374531003724,9.606168934485927
0.09589793559411208,5.290372545357078
0.4418396661678128,7.48505907778744
0.8864799193275177,10.541663602090441
0.6974534998820221,7.507869356504062
0.3264728640701121,6.459011465637369
0.7339281633300665,8.371706438390428
0.22013495554548623,6.146657476423252
0.08159456954220812,3.9357585001313917
0.15989560107504752,5.552348106424954
0.3401001849547053,8.714617298133765
0.46519315370205094,8.284888034648702
0.26642102829077097,7.622806428348539
0.815776403424807,7.320060883479863
0.1932943892894945,5.743505077633533
0.12946907617720027,6.726684587102174
0.09166475154493592,3.5787299180277947
0.5985680136649132,9.747031053730076
0.8547419043740013,7.921930658831351
0.6016212416937131,8.873947910612477
0.9319883611359835,8.184756852414205
0.7247813610920201,8.984177770638219
0.8605513173932924,8.059293382900522
0.9293378015753163,8.771896197787822
0.546186009082353,10.125005748524032
0.9376729587677569,8.661035587011376
0.4949879400788243,10.356088445662238
0.2737731824899875,6.865787265481949
0.4517787074747607,7.011909592253808
0.6650389233995303,8.76792946307988
0.33089093046705464,7.270236871697555
0.9034540068082391,10.759974100683191
0.2570741752765343,8.060384499185119
0.33982833761031983,8.907659678112921
0.25885339864292733,7.845016892282575
0.355446479944286,10.275349446564444
0.005022333717131788,1.272518296031731
0.6286045440996787,9.158866241684402
0.2823827074251183,6.5554203797435315
0.06808768948794575,3.141420504651916
0.6168289772563805,8.789203043258746
0.17632632028120343,7.37882847845598
0.3043883872195896,8.644088820837174
0.44088681087611803,7.207183810077522
0.1502023410627008,6.534641542807622
0.21792886308543502,7.047988289248986
0.4743331153335445,7.140586597438457
0.47636885508119187,8.77684551856698
0.25523235381950027,4.914374808654985
0.29756526814804807,7.7478532809393394
0.27906711981376664,9.83325825825453
0.26057921249129756,6.206799073693084
0.48276159279931574,8.302785035162314
0.2119790363515106,4.900392200444967
0.49563059667304066,7.56610541026604
0.24626132583073757,7.868205563151832
0.8384826524669448,7.891988197012507
0.18013059009503507,6.39597819909652
0.8621562915092364,8.605499516670555
0.17829944484518745,6.0283197642651665
0.7505313319372441,9.014913048361509
0.6111204038305652,9.078164670387013
0.20915503492860732,7.99564471093451
0.7598724211239952,9.670007402488693
0.2492605695349125,6.5718664445889745
0.08557173198655799,6.025944238968088
0.618056722318091,9.855633576793721
0.5369683310323355,6.871115137447588
0.6345267112152757,9.303811714328795
0.17437410869138825,7.180936407283616
0.24816448985645245,8.094113225428556
0.6848229846393992,9.273002626105058
0.08087164625090748,3.1740341939163104
0.8750736007561262,8.706802058856361
0.42869438153999184,6.038341529313815
0.6183941953973778,8.450114016638878
0.31310550418511984,9.608253502607418
0.1789628552928676,7.096864243862676
0.009712127795452608,1.7214409751721362
0.210042958448453,6.261152458020179
0.8700006787716521,7.953336280694923
0.9728298023975587,7.997614799813859
0.4417923431911024,8.278187053377431
0.37874949480925335,7.108209067573555
0.27594708126815015,6.702415420431185
0.9661041092344418,10.206500943544627
0.058202605265843976,2.038089665551813
0.40873389886185485,6.720332243640849
0.16862884452848603,5.767039064671982
0.24014405840168784,6.960208297635285
0.7800078563342119,8.734139744773758
0.20376759615561235,5.311304575538397
0.5520509547616217,8.660186874495913
0.36699414205166747,7.729352787981951
0.5072817213923568,8.707796895952658
0.3334377966962858,6.609991235493204
0.2827216741078784,7.632074409872214
0.28183030130520703,7.60185630176199
0.08538129212128776,3.945279944452408
0.48181365578068525,8.062701478820067
0.8833428945145543,8.427061723029222
0.9472277660100212,10.401478904936154
0.027383721927118798,0.0
0.9177522445025565,7.569770901952607
0.1215245294854096,3.780041830473375
0.7478477597858088,8.442423048017462
0.8965207420496949,8.318014678624046
0.1679297999371563,5.856433135819151
0.33146321926681144,8.401317982017169
0.37815662561580254,6.276115588562639
0.346848957674191,6.916413714604834
0.5162557011153627,8.154196900899281
0.008994027371330371,0.0
0.42267820448238347,8.456764611241368
0.8776577295116168,9.307144502650875
0.0874051528524733,3.9535208160723947
0.4840848174580369,6.516812725198077
0.4812277273405302,9.880339812805959
0.7825714903198652,9.338045376708962
0.9645595751383909,9.484395023649007
0.7070964416355432,8.8332511779329
0.2737367209154963,7.3169726839832485
0.6701133004698582,9.532565441511915
0.34753480274823845,7.7499313811358075
0.7681278360549094,8.217189577354997
0.6757714162524862,9.420461882918048
0.9775320280272596,9.131648510433822
0.8667097895946211,8.193087640108107
0.04610801464594605,2.249509395441584
0.29032371308763205,8.603503244135164
0.8623910976890801,9.591968796371496
0.6008478340407654,10.548675331569811
0.3442579584850909,7.222400322155286
0.055602576788945424,2.8298306220477074
0.7628726699820981,9.244971028836165
0.0015187877390547833,1.529013421057508
0.09284353923913602,5.411201441603263
0.9935041598056401,9.51866180953289
0.7760130772286886,10.745452595478518
0.8682708629262477,8.223840196194814
0.4771582515867283,7.019423927984137
0.16884864042232495,5.535816658265531
0.5339773211451656,8.105799521815324
0.42583187682655255,8.471602781731871
0.16302959660518224,7.2201068232106405
0.16587757120071456,6.644480134183969
0.2581501683258217,8.73118885794328
0.9430915698657686,8.213803268685142
0.9868069418476214,10.98536883919935
0.7036664148605156,7.943680944746459
0.7231574133709524,9.955901766720096
0.732497807242168,7.86095266823694
0.5173955185145552,8.72355975255676
0.17742630825536754,6.446337594405475
0.8776462069275693,9.494694734894923
0.8803903557495891,9.73142289017379
0.709534552789582,8.551523104644
